gradient_path,digit_1_idx,digit_2_idx
Raw/gradients/grad_0323.png,26290,17546
Raw/gradients/grad_0067.png,13826,59843
Raw/gradients/grad_0965.png,37170,57433
Raw/gradients/grad_0735.png,20622,13934
Raw/gradients/grad_0671.png,32717,25928
Raw/gradients/grad_0905.png,59935,42129
Raw/gradients/grad_0469.png,9363,17359
Raw/gradients/grad_0142.png,16162,48823
Raw/gradients/grad_0574.png,35322,17219
Raw/gradients/grad_0764.png,38311,28077
Raw/gradients/grad_0919.png,38242,26175
Raw/gradients/grad_0370.png,14373,9065
Raw/gradients/grad_0521.png,32343,5957
Raw/gradients/grad_0773.png,3087,56433
Raw/gradients/grad_0112.png,10016,41120
Raw/gradients/grad_0163.png,51909,44596
Raw/gradients/grad_0432.png,39086,4163
Raw/gradients/grad_0394.png,25009,39052
Raw/gradients/grad_0479.png,34676,16476
Raw/gradients/grad_0994.png,36256,56412
Raw/gradients/grad_0965.png,752,44583
Raw/gradients/grad_0738.png,7507,44676
Raw/gradients/grad_0906.png,35190,49209
Raw/gradients/grad_0273.png,50370,42006
Raw/gradients/grad_0348.png,7310,19234
Raw/gradients/grad_0445.png,10365,29735
Raw/gradients/grad_0003.png,47323,57399
Raw/gradients/grad_0736.png,17261,32806
Raw/gradients/grad_0780.png,11708,33271
Raw/gradients/grad_0934.png,6973,57050
Raw/gradients/grad_0640.png,19558,55159
Raw/gradients/grad_0654.png,33270,39909
Raw/gradients/grad_0203.png,10016,24504
Raw/gradients/grad_0780.png,10587,35348
Raw/gradients/grad_0976.png,51028,34757
Raw/gradients/grad_0940.png,37,39252
Raw/gradients/grad_0331.png,32021,1276
Raw/gradients/grad_0114.png,23788,57587
Raw/gradients/grad_0851.png,52872,20153
Raw/gradients/grad_0245.png,3796,15785
Raw/gradients/grad_0899.png,37182,5161
Raw/gradients/grad_0087.png,47966,31849
Raw/gradients/grad_0835.png,4535,49846
Raw/gradients/grad_0545.png,50189,8241
Raw/gradients/grad_0131.png,43237,31148
Raw/gradients/grad_0969.png,36031,10821
Raw/gradients/grad_0271.png,34581,57175
Raw/gradients/grad_0621.png,27730,13880
Raw/gradients/grad_0951.png,35343,49497
Raw/gradients/grad_0747.png,45211,13182
Raw/gradients/grad_0730.png,20428,26148
Raw/gradients/grad_0687.png,42590,24472
Raw/gradients/grad_0448.png,58957,33919
Raw/gradients/grad_0462.png,7930,16246
Raw/gradients/grad_0230.png,4196,22156
Raw/gradients/grad_0021.png,38555,36301
Raw/gradients/grad_0235.png,38564,14432
Raw/gradients/grad_0007.png,4652,46389
Raw/gradients/grad_0646.png,3858,15003
Raw/gradients/grad_0069.png,59337,2058
Raw/gradients/grad_0880.png,21654,4643
Raw/gradients/grad_0526.png,15597,18250
Raw/gradients/grad_0685.png,31812,14040
Raw/gradients/grad_0552.png,8671,47405
Raw/gradients/grad_0957.png,57827,37423
Raw/gradients/grad_0590.png,30976,15925
Raw/gradients/grad_0803.png,30996,52920
Raw/gradients/grad_0416.png,12478,6181
Raw/gradients/grad_0099.png,43187,28249
Raw/gradients/grad_0362.png,27759,26941
Raw/gradients/grad_0478.png,56612,47780
Raw/gradients/grad_0055.png,44129,42824
Raw/gradients/grad_0661.png,6449,3972
Raw/gradients/grad_0412.png,47724,22236
Raw/gradients/grad_0819.png,56470,7161
Raw/gradients/grad_0254.png,12556,12465
Raw/gradients/grad_0549.png,29400,9186
Raw/gradients/grad_0432.png,12025,18254
Raw/gradients/grad_0473.png,16371,57310
Raw/gradients/grad_0945.png,4940,29041
Raw/gradients/grad_0827.png,56449,56096
Raw/gradients/grad_0563.png,6416,3315
Raw/gradients/grad_0667.png,35427,54789
Raw/gradients/grad_0015.png,6112,49385
Raw/gradients/grad_0869.png,15491,10899
Raw/gradients/grad_0416.png,31826,31546
Raw/gradients/grad_0218.png,56665,26282
Raw/gradients/grad_0924.png,3842,10789
Raw/gradients/grad_0388.png,141,25586
Raw/gradients/grad_0271.png,51384,51454
Raw/gradients/grad_0465.png,18694,27722
Raw/gradients/grad_0713.png,47874,51338
Raw/gradients/grad_0569.png,43376,47081
Raw/gradients/grad_0498.png,10144,12445
Raw/gradients/grad_0303.png,14267,3832
Raw/gradients/grad_0593.png,48217,35533
Raw/gradients/grad_0062.png,49019,20552
Raw/gradients/grad_0058.png,3286,38284
Raw/gradients/grad_0488.png,32954,55883
Raw/gradients/grad_0543.png,10317,3727
Raw/gradients/grad_0983.png,33281,5250
Raw/gradients/grad_0871.png,12178,4490
Raw/gradients/grad_0609.png,4453,44250
Raw/gradients/grad_0882.png,15414,26461
Raw/gradients/grad_0122.png,58345,37334
Raw/gradients/grad_0252.png,37940,38962
Raw/gradients/grad_0040.png,40591,5372
Raw/gradients/grad_0429.png,43081,38251
Raw/gradients/grad_0578.png,34261,20733
Raw/gradients/grad_0957.png,17089,13386
Raw/gradients/grad_0685.png,46936,20590
Raw/gradients/grad_0244.png,17407,25938
Raw/gradients/grad_0134.png,44019,42303
Raw/gradients/grad_0307.png,29964,20720
Raw/gradients/grad_0951.png,49274,4754
Raw/gradients/grad_0009.png,30034,40708
Raw/gradients/grad_0576.png,6552,4801
Raw/gradients/grad_0550.png,13969,33153
Raw/gradients/grad_0271.png,8680,22872
Raw/gradients/grad_0902.png,4508,57623
Raw/gradients/grad_0250.png,24217,18676
Raw/gradients/grad_0161.png,28716,54640
Raw/gradients/grad_0556.png,46107,19825
Raw/gradients/grad_0626.png,52894,42858
Raw/gradients/grad_0541.png,512,43769
Raw/gradients/grad_0836.png,36346,19620
Raw/gradients/grad_0954.png,43475,6788
Raw/gradients/grad_0961.png,57548,8800
Raw/gradients/grad_0270.png,7564,58308
Raw/gradients/grad_0109.png,48655,36256
Raw/gradients/grad_0159.png,17848,18465
Raw/gradients/grad_0619.png,13803,47029
Raw/gradients/grad_0351.png,13342,45055
Raw/gradients/grad_0649.png,55896,17300
Raw/gradients/grad_0517.png,32016,16457
Raw/gradients/grad_0927.png,59517,55450
Raw/gradients/grad_0052.png,6048,41568
Raw/gradients/grad_0433.png,54352,18132
Raw/gradients/grad_0045.png,232,21859
Raw/gradients/grad_0789.png,8573,41753
Raw/gradients/grad_0268.png,10589,48577
Raw/gradients/grad_0452.png,36154,46246
Raw/gradients/grad_0437.png,36759,633
Raw/gradients/grad_0114.png,4931,57875
Raw/gradients/grad_0707.png,59239,9768
Raw/gradients/grad_0558.png,2361,54696
Raw/gradients/grad_0378.png,38175,36210
Raw/gradients/grad_0151.png,28166,8352
Raw/gradients/grad_0042.png,20202,23897
Raw/gradients/grad_0920.png,52174,56407
Raw/gradients/grad_0040.png,58911,23449
Raw/gradients/grad_0215.png,44699,16353
Raw/gradients/grad_0682.png,6736,23178
Raw/gradients/grad_0798.png,36692,57942
Raw/gradients/grad_0895.png,26632,40675
Raw/gradients/grad_0767.png,10128,15514
Raw/gradients/grad_0885.png,10649,52421
Raw/gradients/grad_0830.png,11603,57764
Raw/gradients/grad_0422.png,1624,11754
Raw/gradients/grad_0754.png,21770,51274
Raw/gradients/grad_0953.png,26982,52575
Raw/gradients/grad_0685.png,56627,48172
Raw/gradients/grad_0830.png,16263,17485
Raw/gradients/grad_0163.png,51601,45958
Raw/gradients/grad_0110.png,25070,57158
Raw/gradients/grad_0039.png,56268,30847
Raw/gradients/grad_0227.png,13079,53515
Raw/gradients/grad_0940.png,30166,22915
Raw/gradients/grad_0312.png,53774,52123
Raw/gradients/grad_0892.png,14915,14609
Raw/gradients/grad_0024.png,43255,12656
Raw/gradients/grad_0408.png,21512,18258
Raw/gradients/grad_0885.png,4549,50680
Raw/gradients/grad_0285.png,23012,42040
Raw/gradients/grad_0521.png,26193,44532
Raw/gradients/grad_0863.png,35141,21702
Raw/gradients/grad_0961.png,1808,7559
Raw/gradients/grad_0898.png,17118,11702
Raw/gradients/grad_0594.png,17397,2507
Raw/gradients/grad_0111.png,39096,28479
Raw/gradients/grad_0353.png,47745,51539
Raw/gradients/grad_0321.png,28599,39728
Raw/gradients/grad_0523.png,7578,25244
Raw/gradients/grad_0921.png,37787,12457
Raw/gradients/grad_0260.png,2908,46450
Raw/gradients/grad_0446.png,110,34073
Raw/gradients/grad_0947.png,52855,35287
Raw/gradients/grad_0703.png,47148,48624
Raw/gradients/grad_0754.png,43950,12912
Raw/gradients/grad_0372.png,28265,4585
Raw/gradients/grad_0971.png,43531,21639
Raw/gradients/grad_0638.png,20572,43475
Raw/gradients/grad_0868.png,8167,47169
Raw/gradients/grad_0921.png,19681,33234
Raw/gradients/grad_0316.png,43705,26764
Raw/gradients/grad_0334.png,26371,45692
Raw/gradients/grad_0302.png,36333,8341
Raw/gradients/grad_0196.png,27554,43576
Raw/gradients/grad_0962.png,24847,44388
Raw/gradients/grad_0766.png,59166,11405
Raw/gradients/grad_0630.png,37296,19723
Raw/gradients/grad_0415.png,35909,54639
Raw/gradients/grad_0000.png,19914,18803
Raw/gradients/grad_0215.png,28173,51495
Raw/gradients/grad_0593.png,39758,42906
Raw/gradients/grad_0329.png,30473,28952
Raw/gradients/grad_0452.png,44277,14005
Raw/gradients/grad_0523.png,31010,52018
Raw/gradients/grad_0922.png,52168,48231
Raw/gradients/grad_0173.png,43178,5557
Raw/gradients/grad_0290.png,33780,43506
Raw/gradients/grad_0648.png,40583,21966
Raw/gradients/grad_0095.png,53636,49226
Raw/gradients/grad_0240.png,44092,20343
Raw/gradients/grad_0230.png,52858,13050
Raw/gradients/grad_0150.png,1600,3028
Raw/gradients/grad_0250.png,31138,40060
Raw/gradients/grad_0870.png,50363,4772
Raw/gradients/grad_0466.png,27160,58073
Raw/gradients/grad_0644.png,37727,12742
Raw/gradients/grad_0735.png,45636,25164
Raw/gradients/grad_0506.png,26191,15989
Raw/gradients/grad_0151.png,42995,45064
Raw/gradients/grad_0005.png,58501,49215
Raw/gradients/grad_0881.png,50465,58029
Raw/gradients/grad_0109.png,51014,27862
Raw/gradients/grad_0224.png,11526,52698
Raw/gradients/grad_0980.png,45607,33944
Raw/gradients/grad_0475.png,3291,36530
Raw/gradients/grad_0255.png,55596,7953
Raw/gradients/grad_0467.png,8738,52521
Raw/gradients/grad_0475.png,43750,34808
Raw/gradients/grad_0572.png,39023,20794
Raw/gradients/grad_0972.png,49496,58420
Raw/gradients/grad_0453.png,40150,53412
Raw/gradients/grad_0736.png,58459,33081
Raw/gradients/grad_0436.png,54432,59431
Raw/gradients/grad_0561.png,29223,58799
Raw/gradients/grad_0162.png,48736,56458
Raw/gradients/grad_0486.png,29495,16986
Raw/gradients/grad_0769.png,16203,55041
Raw/gradients/grad_0652.png,18173,50188
Raw/gradients/grad_0796.png,34163,31758
Raw/gradients/grad_0641.png,15679,17996
Raw/gradients/grad_0450.png,5077,46762
Raw/gradients/grad_0292.png,15367,17807
Raw/gradients/grad_0343.png,20952,58525
Raw/gradients/grad_0553.png,5280,9068
Raw/gradients/grad_0154.png,15155,25102
Raw/gradients/grad_0710.png,10014,46295
Raw/gradients/grad_0219.png,4209,27188
Raw/gradients/grad_0417.png,21684,35560
Raw/gradients/grad_0477.png,27248,4080
Raw/gradients/grad_0211.png,54584,27534
Raw/gradients/grad_0398.png,59299,50449
Raw/gradients/grad_0598.png,45581,1280
Raw/gradients/grad_0877.png,57714,50174
Raw/gradients/grad_0589.png,24928,31259
Raw/gradients/grad_0006.png,23052,19569
Raw/gradients/grad_0771.png,25558,55931
Raw/gradients/grad_0913.png,54770,27460
Raw/gradients/grad_0551.png,48989,48144
Raw/gradients/grad_0559.png,52420,39534
Raw/gradients/grad_0919.png,14453,31996
Raw/gradients/grad_0224.png,17887,28562
Raw/gradients/grad_0497.png,1902,25484
Raw/gradients/grad_0344.png,43835,44508
Raw/gradients/grad_0817.png,26497,47459
Raw/gradients/grad_0169.png,55083,30630
Raw/gradients/grad_0941.png,8364,40780
Raw/gradients/grad_0546.png,1767,59436
Raw/gradients/grad_0403.png,38790,36987
Raw/gradients/grad_0678.png,1776,5501
Raw/gradients/grad_0658.png,28089,8893
Raw/gradients/grad_0887.png,30257,11909
Raw/gradients/grad_0051.png,17049,24844
Raw/gradients/grad_0335.png,13871,29799
Raw/gradients/grad_0334.png,22118,49887
Raw/gradients/grad_0900.png,24846,18235
Raw/gradients/grad_0770.png,54520,27627
Raw/gradients/grad_0258.png,54716,5367
Raw/gradients/grad_0481.png,1270,49088
Raw/gradients/grad_0552.png,3413,22935
Raw/gradients/grad_0229.png,42607,4496
Raw/gradients/grad_0799.png,42713,2638
Raw/gradients/grad_0772.png,2033,16205
Raw/gradients/grad_0204.png,54999,1335
Raw/gradients/grad_0636.png,9986,15633
Raw/gradients/grad_0129.png,31035,43873
Raw/gradients/grad_0117.png,36960,14284
Raw/gradients/grad_0476.png,45840,16793
Raw/gradients/grad_0785.png,24175,10996
Raw/gradients/grad_0620.png,39796,49016
Raw/gradients/grad_0735.png,7506,50973
Raw/gradients/grad_0838.png,10732,20384
Raw/gradients/grad_0110.png,37924,1682
Raw/gradients/grad_0951.png,20444,37735
Raw/gradients/grad_0693.png,59508,24596
Raw/gradients/grad_0406.png,46859,12997
Raw/gradients/grad_0077.png,38803,45260
Raw/gradients/grad_0850.png,41106,15915
Raw/gradients/grad_0104.png,45691,50625
Raw/gradients/grad_0308.png,55724,44843
Raw/gradients/grad_0614.png,52791,7933
Raw/gradients/grad_0815.png,37088,51290
Raw/gradients/grad_0042.png,22754,34913
Raw/gradients/grad_0438.png,43353,24285
Raw/gradients/grad_0070.png,33158,42437
Raw/gradients/grad_0349.png,829,55677
Raw/gradients/grad_0430.png,53892,32125
Raw/gradients/grad_0108.png,28411,23736
Raw/gradients/grad_0650.png,58430,54310
Raw/gradients/grad_0470.png,46354,10026
Raw/gradients/grad_0445.png,11543,48090
Raw/gradients/grad_0534.png,42628,17700
Raw/gradients/grad_0630.png,52966,35269
Raw/gradients/grad_0793.png,31686,30465
Raw/gradients/grad_0446.png,54115,47908
Raw/gradients/grad_0606.png,17589,21122
Raw/gradients/grad_0872.png,16088,54442
Raw/gradients/grad_0957.png,5679,18279
Raw/gradients/grad_0902.png,29543,15981
Raw/gradients/grad_0768.png,30455,37345
Raw/gradients/grad_0624.png,43790,24837
Raw/gradients/grad_0344.png,1880,32394
Raw/gradients/grad_0871.png,21300,11917
Raw/gradients/grad_0499.png,13901,23253
Raw/gradients/grad_0816.png,16931,22304
Raw/gradients/grad_0286.png,57692,39069
Raw/gradients/grad_0718.png,57678,18105
Raw/gradients/grad_0569.png,665,33857
Raw/gradients/grad_0970.png,12521,5610
Raw/gradients/grad_0247.png,47190,26635
Raw/gradients/grad_0500.png,36384,49687
Raw/gradients/grad_0246.png,45259,31201
Raw/gradients/grad_0661.png,46651,32166
Raw/gradients/grad_0458.png,51965,1130
Raw/gradients/grad_0095.png,19283,14522
Raw/gradients/grad_0414.png,45336,15945
Raw/gradients/grad_0313.png,43513,38112
Raw/gradients/grad_0377.png,31015,36272
Raw/gradients/grad_0543.png,22528,27885
Raw/gradients/grad_0763.png,36070,21678
Raw/gradients/grad_0360.png,46062,29736
Raw/gradients/grad_0277.png,20094,16475
Raw/gradients/grad_0236.png,7907,47270
Raw/gradients/grad_0197.png,20679,7835
Raw/gradients/grad_0760.png,35118,49950
Raw/gradients/grad_0706.png,12133,12552
Raw/gradients/grad_0221.png,48405,31732
Raw/gradients/grad_0283.png,47486,38639
Raw/gradients/grad_0778.png,34382,39111
Raw/gradients/grad_0289.png,6588,54567
Raw/gradients/grad_0198.png,19414,14908
Raw/gradients/grad_0369.png,11759,19809
Raw/gradients/grad_0014.png,46400,35005
Raw/gradients/grad_0129.png,17977,2982
Raw/gradients/grad_0997.png,3573,36264
Raw/gradients/grad_0299.png,45705,8275
Raw/gradients/grad_0653.png,56915,49334
Raw/gradients/grad_0502.png,6723,57194
Raw/gradients/grad_0012.png,37621,18634
Raw/gradients/grad_0480.png,31373,28866
Raw/gradients/grad_0348.png,12082,3367
Raw/gradients/grad_0258.png,56473,31308
Raw/gradients/grad_0116.png,53878,4282
Raw/gradients/grad_0410.png,32227,4855
Raw/gradients/grad_0590.png,41251,44987
Raw/gradients/grad_0054.png,9943,9777
Raw/gradients/grad_0830.png,36886,19912
Raw/gradients/grad_0087.png,16265,7762
Raw/gradients/grad_0571.png,50098,27274
Raw/gradients/grad_0620.png,39067,51821
Raw/gradients/grad_0633.png,14790,50835
Raw/gradients/grad_0535.png,24928,29524
Raw/gradients/grad_0930.png,29014,19487
Raw/gradients/grad_0880.png,38569,28103
Raw/gradients/grad_0312.png,37265,40699
Raw/gradients/grad_0061.png,39952,48502
Raw/gradients/grad_0101.png,49986,13617
Raw/gradients/grad_0640.png,13829,17343
Raw/gradients/grad_0676.png,5320,10292
Raw/gradients/grad_0245.png,11391,36175
Raw/gradients/grad_0076.png,10258,175
Raw/gradients/grad_0418.png,29524,45178
Raw/gradients/grad_0608.png,30796,19087
Raw/gradients/grad_0033.png,15170,18881
Raw/gradients/grad_0723.png,18528,46070
Raw/gradients/grad_0880.png,29755,4664
Raw/gradients/grad_0703.png,15297,17337
Raw/gradients/grad_0806.png,51855,40963
Raw/gradients/grad_0603.png,43331,52684
Raw/gradients/grad_0956.png,12964,27861
Raw/gradients/grad_0117.png,35688,14733
Raw/gradients/grad_0663.png,9764,59533
Raw/gradients/grad_0272.png,54174,9321
Raw/gradients/grad_0073.png,3908,10873
Raw/gradients/grad_0811.png,20159,38996
Raw/gradients/grad_0766.png,54017,37303
Raw/gradients/grad_0943.png,18914,28780
Raw/gradients/grad_0127.png,30716,45133
Raw/gradients/grad_0311.png,45857,26378
Raw/gradients/grad_0965.png,17841,32798
Raw/gradients/grad_0552.png,32361,28688
Raw/gradients/grad_0082.png,39192,2612
Raw/gradients/grad_0910.png,28313,48138
Raw/gradients/grad_0330.png,39564,16408
Raw/gradients/grad_0026.png,5985,15002
Raw/gradients/grad_0984.png,44190,54785
Raw/gradients/grad_0881.png,37696,38477
Raw/gradients/grad_0973.png,1359,50119
Raw/gradients/grad_0688.png,53832,17662
Raw/gradients/grad_0590.png,2636,50011
Raw/gradients/grad_0774.png,11481,30834
Raw/gradients/grad_0531.png,42697,28981
Raw/gradients/grad_0938.png,18229,11894
Raw/gradients/grad_0599.png,28566,41601
Raw/gradients/grad_0833.png,32225,5979
Raw/gradients/grad_0481.png,22803,26761
Raw/gradients/grad_0341.png,21040,43917
Raw/gradients/grad_0107.png,56212,10539
Raw/gradients/grad_0337.png,26977,45460
Raw/gradients/grad_0507.png,18888,43423
Raw/gradients/grad_0967.png,26244,53317
Raw/gradients/grad_0778.png,36051,2404
Raw/gradients/grad_0465.png,5771,20612
Raw/gradients/grad_0258.png,21186,7597
Raw/gradients/grad_0993.png,50629,26488
Raw/gradients/grad_0885.png,33724,54062
Raw/gradients/grad_0001.png,43100,56974
Raw/gradients/grad_0555.png,30276,27082
Raw/gradients/grad_0055.png,12293,33976
Raw/gradients/grad_0370.png,40804,49574
Raw/gradients/grad_0510.png,40986,28969
Raw/gradients/grad_0778.png,3382,13340
Raw/gradients/grad_0273.png,35993,8586
Raw/gradients/grad_0949.png,18876,28712
Raw/gradients/grad_0901.png,45760,31766
Raw/gradients/grad_0124.png,1891,41289
Raw/gradients/grad_0623.png,52383,15682
Raw/gradients/grad_0726.png,10379,20365
Raw/gradients/grad_0564.png,896,36192
Raw/gradients/grad_0417.png,6108,14725
Raw/gradients/grad_0861.png,59829,7435
Raw/gradients/grad_0472.png,7698,42448
Raw/gradients/grad_0852.png,10090,32661
Raw/gradients/grad_0955.png,46963,19127
Raw/gradients/grad_0521.png,46229,17919
Raw/gradients/grad_0425.png,54704,31621
Raw/gradients/grad_0483.png,15973,29935
Raw/gradients/grad_0564.png,9479,25138
Raw/gradients/grad_0195.png,39280,33308
Raw/gradients/grad_0764.png,57627,8946
Raw/gradients/grad_0884.png,4575,18104
Raw/gradients/grad_0791.png,51773,55994
Raw/gradients/grad_0424.png,22274,51623
Raw/gradients/grad_0519.png,17509,53775
Raw/gradients/grad_0002.png,18536,47582
Raw/gradients/grad_0305.png,54884,38465
Raw/gradients/grad_0593.png,43249,32089
Raw/gradients/grad_0886.png,9738,29264
Raw/gradients/grad_0551.png,31741,22618
Raw/gradients/grad_0340.png,36170,49995
Raw/gradients/grad_0556.png,24720,29841
Raw/gradients/grad_0955.png,21088,56990
Raw/gradients/grad_0193.png,45711,15650
Raw/gradients/grad_0585.png,25098,15306
Raw/gradients/grad_0876.png,50826,26920
Raw/gradients/grad_0044.png,20852,48804
Raw/gradients/grad_0484.png,46217,59862
Raw/gradients/grad_0830.png,24984,25302
Raw/gradients/grad_0679.png,51930,53788
Raw/gradients/grad_0667.png,9968,32461
Raw/gradients/grad_0987.png,2426,8273
Raw/gradients/grad_0514.png,38678,21757
Raw/gradients/grad_0890.png,6577,57290
Raw/gradients/grad_0865.png,28855,6534
Raw/gradients/grad_0538.png,59666,29945
Raw/gradients/grad_0015.png,47346,9447
Raw/gradients/grad_0419.png,57077,42911
Raw/gradients/grad_0993.png,10116,4903
Raw/gradients/grad_0480.png,51218,17368
Raw/gradients/grad_0346.png,40845,45397
Raw/gradients/grad_0407.png,42587,5263
Raw/gradients/grad_0872.png,21532,55859
Raw/gradients/grad_0690.png,56317,34971
Raw/gradients/grad_0389.png,20752,41077
Raw/gradients/grad_0735.png,58159,49768
Raw/gradients/grad_0499.png,57172,35456
Raw/gradients/grad_0036.png,40465,4484
Raw/gradients/grad_0240.png,41363,44852
Raw/gradients/grad_0943.png,18833,14908
Raw/gradients/grad_0764.png,5923,28440
Raw/gradients/grad_0100.png,49831,41533
Raw/gradients/grad_0720.png,57185,6586
Raw/gradients/grad_0454.png,10902,45482
Raw/gradients/grad_0306.png,59206,1897
Raw/gradients/grad_0047.png,21258,52176
Raw/gradients/grad_0057.png,19226,23492
Raw/gradients/grad_0383.png,28225,9540
Raw/gradients/grad_0250.png,34810,27004
Raw/gradients/grad_0579.png,44682,51938
Raw/gradients/grad_0184.png,11140,11473
Raw/gradients/grad_0080.png,39943,57071
Raw/gradients/grad_0391.png,40613,44769
Raw/gradients/grad_0246.png,32615,59823
Raw/gradients/grad_0597.png,9379,15216
Raw/gradients/grad_0472.png,41805,16644
Raw/gradients/grad_0470.png,16733,43702
Raw/gradients/grad_0009.png,58910,52732
Raw/gradients/grad_0476.png,59061,18850
Raw/gradients/grad_0693.png,35821,10353
Raw/gradients/grad_0075.png,28949,22646
Raw/gradients/grad_0601.png,19605,41873
Raw/gradients/grad_0985.png,27807,45240
Raw/gradients/grad_0256.png,29939,55397
Raw/gradients/grad_0309.png,13055,25211
Raw/gradients/grad_0873.png,31667,6989
Raw/gradients/grad_0242.png,24993,37481
Raw/gradients/grad_0367.png,37670,19390
Raw/gradients/grad_0716.png,19348,1437
Raw/gradients/grad_0849.png,43137,25939
Raw/gradients/grad_0281.png,530,37088
Raw/gradients/grad_0885.png,44944,51007
Raw/gradients/grad_0762.png,3214,59678
Raw/gradients/grad_0620.png,48835,32553
Raw/gradients/grad_0852.png,59254,59174
Raw/gradients/grad_0293.png,50838,52354
Raw/gradients/grad_0235.png,39784,52555
Raw/gradients/grad_0360.png,14352,41721
Raw/gradients/grad_0194.png,40690,16425
Raw/gradients/grad_0694.png,49517,47246
Raw/gradients/grad_0785.png,43200,44620
Raw/gradients/grad_0858.png,8963,41172
Raw/gradients/grad_0099.png,59205,41121
Raw/gradients/grad_0661.png,2583,20246
Raw/gradients/grad_0807.png,28889,2186
Raw/gradients/grad_0593.png,23911,47995
Raw/gradients/grad_0134.png,5906,59613
Raw/gradients/grad_0302.png,21411,48986
Raw/gradients/grad_0425.png,11510,13159
Raw/gradients/grad_0135.png,51544,35350
Raw/gradients/grad_0897.png,23976,34789
Raw/gradients/grad_0513.png,59866,17860
Raw/gradients/grad_0850.png,10783,16840
Raw/gradients/grad_0935.png,54046,31578
Raw/gradients/grad_0990.png,52854,19342
Raw/gradients/grad_0764.png,57042,22198
Raw/gradients/grad_0823.png,7547,30692
Raw/gradients/grad_0986.png,4934,9224
Raw/gradients/grad_0772.png,14785,56370
Raw/gradients/grad_0692.png,47462,44197
Raw/gradients/grad_0406.png,55426,52729
Raw/gradients/grad_0570.png,23971,5918
Raw/gradients/grad_0809.png,25858,912
Raw/gradients/grad_0270.png,35164,8099
Raw/gradients/grad_0465.png,24155,44094
Raw/gradients/grad_0766.png,44062,17181
Raw/gradients/grad_0598.png,24970,53897
Raw/gradients/grad_0653.png,24344,7100
Raw/gradients/grad_0691.png,15323,30898
Raw/gradients/grad_0025.png,40602,57949
Raw/gradients/grad_0965.png,36792,21496
Raw/gradients/grad_0937.png,39982,14507
Raw/gradients/grad_0663.png,4142,41641
Raw/gradients/grad_0843.png,30426,59597
Raw/gradients/grad_0717.png,19804,42548
Raw/gradients/grad_0418.png,7646,9160
Raw/gradients/grad_0046.png,2438,19946
Raw/gradients/grad_0504.png,7610,6369
Raw/gradients/grad_0240.png,58147,35228
Raw/gradients/grad_0138.png,25470,29729
Raw/gradients/grad_0379.png,43940,48702
Raw/gradients/grad_0713.png,35402,27467
Raw/gradients/grad_0601.png,48645,47618
Raw/gradients/grad_0158.png,58026,27189
Raw/gradients/grad_0670.png,6489,54636
Raw/gradients/grad_0501.png,40347,26746
Raw/gradients/grad_0961.png,18333,2144
Raw/gradients/grad_0706.png,24283,14238
Raw/gradients/grad_0454.png,29143,15473
Raw/gradients/grad_0875.png,23768,6511
Raw/gradients/grad_0702.png,24073,35682
Raw/gradients/grad_0923.png,42259,23506
Raw/gradients/grad_0062.png,26092,18080
Raw/gradients/grad_0194.png,8005,55576
Raw/gradients/grad_0843.png,29800,6007
Raw/gradients/grad_0678.png,13900,42054
Raw/gradients/grad_0654.png,39134,1399
Raw/gradients/grad_0051.png,51563,21856
Raw/gradients/grad_0249.png,8252,51575
